Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Oberster Kämmerer,"Stetig und gnadenlos hat der Oberste Kämmerer die Ränge der Venthyr erklommen und ist zum Ernter geworden, indem er die Gefangennahme der rebellischen Anklägerin unterstützt hat. Jetzt herrscht er in den Hallen der Anklägerin, hortet dort Anima und entstellt die heiligen Regeln der Abbitte für seine eigenen niederträchtigen Zwecke.",0.142612,0.487973,2413,1185,2381,4,21841,1665,0,0,-1
Oryphrion,Oryphrion sorgt in der Vorhut des Paragons der Loyalität für Feuerkraft. Der Dunkle Koloss hat die Invasion in die Stadt mit seiner Animaartillerie dominiert und verteidigt nun erbittert den Born der Macht vor dem Sitz der Archon.,0.530894,0.38294,2414,1186,2358,3,21865,1694,0,0,-1
Henker Tarvold,"Manche Venthyr betrachten das Quälen derer, die sich in ihrer Obhut befinden, und die Extraktion ihrer Sünden sowie ihrer Anima als heilige Pflicht. Dass die als Henker Tarvold bekannte Kreatur als Wärter eingesetzt wurde und den Freischein erhielt, die Gefangenen aus krankhaftem Vergnügen zu foltern, beweist nur, wie tief Revendreth gefallen ist.",0.477547,0.860104,2415,1189,2361,2,21876,1675,0,0,-1
Ventunax,"Ventunax ist eines der tödlichsten Verschmähtenkonstrukte und wurde ursprünglich erschaffen, um den Mut der kyrianischen Aspiranten zu prüfen. Die Bewegungen des Prätors sind so schnell, dass er praktisch vor den Augen seiner Gegner verschwinden kann.",0.636312,0.448454,2416,1186,2356,2,21884,1693,0,0,-1
"Mordretha, die Unendliche Kaiserin","In unzähligen Schlachten hat Mordretha unzählige Siege errungen und dabei jeden Gegner geschlagen, der sie herausgefordert hat. Zu Lebzeiten war sie eine Meisterin der dunklen Magie, und ihre Zeit in Maldraxxus hat ihr Wissen über diese Kunst nur noch vergrößert. Ist das der Titelkampf, auf den das Theater der Schmerzen so lange gewartet hat?",0.466781,0.362543,2417,1187,2404,5,21897,1683,0,0,-1
Konstrukteur Xy'mox,"Nicht jeder in Schloss Nathria ist Graf Denathrius treu ergeben. Manche sehen in ihm einfach eine Gelegenheit, ihre eigenen Ziele voranzutreiben. Konstrukteur Xy'mox hat zwar mit Denathrius zusammengearbeitet, will aber eigentlich nur als Nutznießer aus ihrer Abmachung hervorgehen, was jedoch den Tod von Eindringlingen in Nathria erfordern könnte.",0.653713,0.235751,2418,1190,2405,4,21912,1745,0,0,-1
Globgrog,"Das Wesen der Seuchen und Schleime, die durch den Fall des Hauses der Seuchen verbreitet wurden, liegt vermutlich jenseits allen Verständnisses. Aber Globgrog, eine Ansammlung aus Fleisch und Schleimen, wird diesen Schatz wild verteidigen.",0.50499,0.215569,2419,1183,2382,0,21920,1674,0,0,-1
Lady Inerva Dunkelader,"Anima ist die treibende Kraft der Schattenlande, und Lady Inerva Dunkelader hat es sich zum Ziel gesetzt, ihr ihre Mysterien zu entlocken. Unter Denathrius' Führung hat sie gefährliche Geheimnisse erfahren, die sie gegen seine Feinde einsetzen kann. Sie wird die Eindringlinge in Schloss Nathria ihrer Anima berauben, um damit eine düstere neue Zukunft herbeizuführen.",0.363558,0.443005,2420,1190,2406,6,22127,1744,0,0,-1
Großaufseherin Beryllia,"Nur wenige sind alt genug, um zu wissen, ob Großaufseherin Beryllia ihre skrupellosen Studienmethoden in Revendreth erlernt oder diese besondere Sünde niemals wirklich aufgegeben hat. Die Grausamkeit, derer sie sich bediente, um die Magie der Anima zu meistern, wurde nun gegen eine sehr eigenartige neue Gefangene gerichtet: die Naaru Z'rali. Beryllia wird das Licht dieser Kreatur befehligen, ganz gleich, welchen Preis ihre Gefangene auch dafür zahlen wird.",0.562176,0.699482,2421,1189,2362,3,21934,1676,0,0,-1
Rettung des Sonnenkönigs,"In den düsteren Hallen von Schloss Nathria werden Seelen nicht mit dem Ziel der Erlösung gefoltert, sondern um ihre Sünden noch weiter zu verstärken. Dem stolzen Prinzen Kael'thas wurden die Sünden anderer aufgebürdet. Sein Schmerz und sein Hass werden kanalisiert, um ihn zu einer mächtigen Waffe zu machen. All dies gefährdet seine Seele wie keine zweite, und er muss gerettet werden, damit er nicht als Waffe gegen die Schattenlande eingesetzt werden kann.",0.529361,0.746114,2422,1190,2402,3,22236,1746,0,0,-1
Domina Giftklinge,"Domina Giftklinge vermutet das Mittel zur Rache für den Fall des Hauses der Augen innerhalb von Seuchensturz. Und niemand, nicht einmal ihre ehemaligen Verbündeten, können sie davon abhalten, diese Waffe aus den Ruinen zu bergen.",0.55489,0.754491,2423,1183,2385,3,21995,1674,0,0,-1
Graf Denathrius,"Graf Denathrius gehörte unzählige Zeitalter lang zu den Ewigen, die über das Reich des Todes herrschen. Doch in der dunkelsten Stunde der Schattenlande verriet er seine heilige Pflicht. Mit seiner blutrünstigen lebenden Klinge Remornia an seiner Seite und dem Schutz seiner kriecherischen Loyalisten schlägt Denathrius eine Schneise durch alle, die sich gegen ihn stellen, und verbannt ihre Überreste in den unentrinnbaren Schrecken des Schlunds.",0.525907,0.523316,2424,1190,2407,10,22012,1747,0,0,-1
Generäle der Steinlegion,"Die uralten Steingeborenengeneräle Kaal und Grashaal haben Prinz Renathals Rebellion auf Schritt und Tritt verfolgt. Einst waren sie General Dravens Lehrling und Mentor, doch mittlerweile haben sie ihre Stärke, ihr strategisches Wissen und ihre Soldaten gegen ihn gewandt... und auch gegen jeden, der sich dem Willen des Grafen zu widersetzen wagt.",0.263385,0.518135,2425,1190,2417,9,22132,1747,0,0,-1
Der Rat des Blutes,"Der Rat des Blutes leitet den Hof in Revendreth. Kastellan Niklaus ist ein strenger Militärkommandant mit unbeugsamem Willen und undurchdringlicher Rüstung. Der geleckte Lord Stavros leitet den Tanz am Hof, doch seine Klingen sind tödlich. Baronin Frieda setzt mächtige Animamagie ein und herrscht über die Gräberkellner... und genießt den Respekt des ganzen Hofes.",0.702072,0.546632,2426,1190,2412,7,22139,1750,0,0,-1
Hungernder Zerstörer,"Es liegt in der Natur der Verschlinger, von Animavorräten angezogen zu werden und sie aufzuzehren. Da in den Schattenlanden eine Animadürre herrscht, ist es kaum verwunderlich, dass die hungrigsten und gefährlichsten Verschlinger den größten Animavorrat von allen finden würden... und zwar in den Tiefen von Schloss Nathria.",0.358377,0.34715,2428,1190,2383,5,22172,1735,0,0,-1
Jäger Altimor,"Graf Denathrius geht nur selten persönlich auf die Jagd, aber Altimor stellt sicher, dass dem Meister nur die besten Tiere zur Verfügung stehen, sollte ihn doch einmal das Jagdfieber packen. Margore, Bargast und Hecutis wurden länger abgerichtet, als die meisten Tiere überhaupt existiert haben. Und sie alle sind bereit, jeden Eindringling den Zorn des Jägers spüren zu lassen.",0.676165,0.494819,2429,1190,2418,2,22305,1735,0,0,-1
"Valinor, das Licht der Äonen","Der unglaublich mächtige Zenturio Valinor wurde von den Kyrianern erschaffen, um ihre kampfgestähltesten Krieger zu prüfen. Doch seit die Verschmähten ihn entführt und mit der Saat des Zweifels infiziert haben, betrachtet Valinor alle Gegner als Herausforderer.",0.5,0.5,2430,1192,2411,1,22439,0,0,16,-1
Mortanis,"Mortanis ist einer der belesensten Totenbeschwörer des Hauses der Rituale und arbeitet unermüdlich an einem Mittel, das ihm eine mächtigere Gestalt verleihen kann. Nun steht er kurz vor dem Durchbruch.",0.5,0.5,2431,1192,2410,1,22449,0,0,16,-1
Oranomonos die Immersprießende,"Oranomonos war einst die älteste Wächterin von Tirna Scithe, doch mittlerweile welkt sie an der Seite des großen Baumes dahin. Da ihr kaum noch Anima bleibt, ist sie nicht mehr in der Lage, Freund von Feind zu unterscheiden, während sich die Gorm an ihrem verfallenden Leib satt fressen.",0.5,0.5,2432,1192,2409,1,22456,0,0,16,-1
Nurgash Schlammborn,"Nurgash wurde aus der schlammigen Masse vieler tropfender Gräber geformt und von Denathrius' besten Zauberern mit dunklen Magien verstärkt. Er mag ja nicht der intelligenteste Diener sein, doch seine Fäuste können ganze Schlösser niederreißen.",0.5,0.5,2433,1192,2408,1,22463,0,0,16,-1
Der Tarragrue,"Der Tarragrue, die unerbittliche Bestie des Kerkermeisters, durchstreift die Hallen von Torghast schon seit der Errichtung der ersten Turmspitze. Die Seelen unzähliger Opfer wurden von diesem Monster zu Asche zertrampelt, das nun die sterblichen Champions erwartet, die die Schwelle des Turms durchbrechen.",0.544954,0.493009,2435,1193,2423,1,22844,1998,0,0,-1
Postraumfiasko,"In der P.O.S.T. (Primäre Organisation zum Sachtransport) ist etwas schiefgelaufen. Dimensionale Portale verteilen Lieferungen unkontrolliert in alle Richtungen, und das automatisierte Steuerungssystem des Büros hat eine Fehlfunktion. Wenn das Chaos nicht bald unter Kontrolle gebracht wird, geht in der ganzen Stadt womöglich bald die Post ab... nur dass dann statt Paketen die Fetzen fliegen.",0.385542,0.391566,2436,1194,2424,3,22929,1989,0,0,-1
Zo'phex der Wächter,"Um Einlass zu den Wundern zu erhalten, die sich hinter den goldenen Toren von Tazavesh verbergen, muss man an Hüter Zo'phex vorbei. Zo'phex ist der oberste Verantwortliche für die Sicherheit und sorgt mit unerbittlicher Strenge dafür, dass jegliche Schmuggelware umgehend verbrannt wird... samt ihrer Besitzer, versteht sich.",0.752594,0.441433,2437,1194,2425,1,22853,1989,0,0,-1
Generic Template,[PLACEHOLDER] Summary and lore for the encounter.,0.5,0.5,2438,0,0,1,22866,0,0,32,-1
Die Neun,"Der dunkle Pakt, den Sylvanas mit den Val'kyr schloss, besiegelte ihre Bindung an den Kerkermeister. Über die Jahre hinweg dienten die geflügelten Schwestern treu der Dunklen Fürstin, selbst wenn das bedeutete, sich für sie opfern zu müssen. Nun ruft Sylvanas ihre neun Val'kyr ein letztes Mal dazu auf, für sie zu kämpfen.",0.422161,0.192677,2439,1193,2429,3,22873,1999,0,0,-1
Kel'Thuzad,"Der schändliche Kel'Thuzad wartet an der Spitze des Seelenstroms, wo der Lich Macht aus einem unerschöpflichen Brunnen schöpfen kann. Seine unzähligen Intrigen und Machenschaften haben zu dieser finalen Auseinandersetzung geführt, mit der er im Dienste seines wahren Gebieters den endgültigen Niedergang der sterblichen Champions herbeizuführen plant.",0.296703,0.522348,2440,1193,2422,9,22880,2001,0,0,-1
Sylvanas Windläufer,"Oribos ist in Gefahr, und so beginnt ein verzweifelter Kampf an der Spitze des Sanktums. Zwischen dem Kerkermeister und den Sterblichen, die ihn aufzuhalten suchen, steht Sylvanas Windläufer. Sämtliche Masken der Bansheekönigin sind gefallen, und so entfesselt sie ihre volle Macht, um den Verbannten zu beschützen, während sich sein ultimativer Plan entfaltet.",0.516648,0.531347,2441,1193,2435,10,22886,2002,0,0,-1
Das Auge des Kerkermeisters,"Als Azeroth noch jung war, tauschte Odyn sein Auge bei Mueh'zala ein, um in die Schattenlande sehen zu können. Doch der eitle Odyn wurde getäuscht, denn der Kerkermeister verdarb Odyns Auge für seine eigenen Ziele. Durch den unbeirrbaren Blick des Auges vermag der Kerkermeister alles zu sehen, was in seinem Reich geschieht... und womöglich auch in anderen.",0.467115,0.942308,2442,1193,2433,2,22892,1999,0,0,-1
Leidensschmied Raznal,"Leidensschmied Raznal ist ein sadistisches Genie, das Äonen damit verbracht hat, die tödlichen Fallen zu perfektionieren, die man in Torghast vorfindet. Die Schreie seiner Opfer empfindet er als Bestätigung seines Könnens, und so lauscht er mit genüsslicher Verzückung, wie sie durch die trostlosen Hallen des Turms schallen.",0.663004,0.29658,2443,1193,2430,6,22898,2000,0,0,-1
Überrest von Ner'zhul,"Ner'zhul, der erste Lichkönig, sollte eigentlich die Herrschaft des Kerkermeisters auf Azeroth verkünden, doch sein Gebieter befand ihn schließlich als unwürdig. Die letzten Überreste der entstellten Seele dieses gefallenen Orcs wurden in mit Stacheln besetzten Schattenstahl gehüllt, um ihn für sein Versagen mit ewigen Qualen zu bestrafen. Ein jeder, der seinen Weg kreuzt, wird an seinem Leiden teilhaben.",0.888279,0.356896,2444,1193,2432,4,22904,2000,0,0,-1
Seelenfetzer Dormazain,"Seelenfetzer Dormazain extrahiert Anima aus den äußerst bestialischen Gefangenen Torghasts, um die Armeen des Kerkermeisters mit Nahrung zu versorgen. Dormazain ist bislang noch keine Seele begegnet, die er nicht brechen konnte, doch sein jüngstes Opfer erweist sich seinen üblichen Methoden gegenüber als äußerst widerstandsfähig. Beflügelt von der endlosen Wut dieses Gefangenen blickt Dormazain genüsslich auf die kommenden Jahrtausende, die er damit verbringen wird, seine Schwächen zu finden.",0.534881,0.71566,2445,1193,2434,5,22910,2000,0,0,-1
Wächter der Ersten,"Der von den Ketten des Kerkermeisters aus einem unbekannten Reich eingefangene und mit einer Fehlfunktion behaftete Wächter versucht, das unergründliche, als ""Chiffren"" bekannte Wissen zu beschützen. Mit seinen letzten Machtreserven wird er jeden auslöschen, der den Versuch wagt, die Geheimnisse seiner rätselhaften Schöpfer zu rauben.",0.642858,0.157967,2446,1193,2436,7,22916,2001,0,0,-1
Schicksalsschreiber Roh-Kalo,"Einst ein Schicksalsschreiber, vertraut mit den unzähligen Geheimnissen Korthias, wurde Roh-Kalo durch die Schlundgebundenen dem Willen des Kerkermeisters unterworfen. Mit der Macht Torghasts zu seiner Verfügung strebt Roh-Kalo danach, für die Schattenlande ein neues Schicksal zu schreiben.",0.57488,0.702899,2447,1193,2431,8,22922,2001,0,0,-1
Hylbrand,"Der Diebstahl eines uralten Titanenartefakts erweckte dessen Beschützer: Hylbrand, Schwert der Hüter. Wenn es Euch nicht gelingt, Hylbrands unzählige Sicherheitsprotokolle zu neutralisieren, droht Euch ein endgültiger Umzug in das Grab.",0.483266,0.184841,2448,1194,2426,6,22996,1995,0,0,-1
Zeitkäpt'n Hakenschwanz,"Monatelange Planungen gingen in die Binsen, als So'leah mitten in Zeitkäpt'n Hakenschwanz' Überfall auftauchte und ihr ihre Beute stahl. Die wutentbrannte Piratenkönigin offenbart ihre wahre Gestalt und trampelt nun jeden nieder, der ihr im Weg steht.",0.48197,0.661984,2449,1194,2419,7,23015,1996,0,0,-1
So'azmi,"Unter jenen Mittlern, die nach dem Gesetz der Klinge leben, kann es niemand mit So'azmis Können aufnehmen. Als tödlicher Assassine des Kartells So strebt So'azmi stets danach, seine Technik immer weiter zu perfektionieren. Es bereitet ihm große Freude, Gegnern seine Kampfkunst zu demonstrieren und sie dabei in Stücke zu schneiden.",0.336666,0.544687,2451,1194,2437,5,23038,1989,0,0,-1
Myzas Oase,"Die Getränke sind ätherisch, die Stimmung ist berauschend und Türsteher Zo'gron ist ungeduldig. Sollten die Künstler dieser Oase ihr Publikum nicht zufriedenstellen, werden sie diesen Ort nicht mehr so verlassen, wie sie ihn betreten haben.",0.364458,0.152108,2452,1194,2440,4,23092,1989,0,0,-1
Die Große Menagerie,"Das Kartell Xy ""erwirbt"" seltene und wertvolle Gegenstände, um sie in seiner Menagerie zu verkaufen. Nichts ist für sie tabu, daher findet man in ihren Schaukästen so gut wie alles, von exotischen Tieren über verbotene Technologien bis hin zu verfluchten Artefakten. Das Kartell beschafft, was auch immer Euer Herz begehrt... solange Ihr genug Geld auf den Tisch legt.",0.478344,0.744051,2454,1194,2441,2,23155,1989,0,0,-1
So'leah,"So'leahs Machthunger erreicht in diesem letzten Kampf seinen Höhepunkt. Nachdem die Kartellanführerin eine Macht entfesselt hat, die sie nicht vollständig begreift, wird sie in eine Kreatur von unbändiger Wildheit verwandelt. Während mehr und mehr unkontrollierte Macht aus dem Artefakt strömt, muss So'leah aufgehalten werden, bevor ihre Taten noch das Fundament der Schattenlande zerstören.",0.0881835,0.542119,2455,1194,2442,8,23320,1989,0,0,-1
"Mor'geth, Peiniger der Verdammten","Unter den unzähligen Dienern des Kerkermeisters gibt es nur wenige, die ihrer kranken Arbeit so genüsslich nachgehen wie der abscheuliche Mor'geth. Er ist davon besessen, den Willen jeder unglücklichen Seele zu brechen, derer er habhaft werden kann. Mor'geth hält das Schlachtfeld in eisernem Griff und stellt sicher, dass jeder Fehltritt eines Gegners gnadenlos bestraft wird.",0.5,0.5,2456,1192,2496,5,23648,0,0,0,-1
Lords des Schreckens,"Mit List und Tücke haben die Nathrezim über Äonen darauf hingearbeitet, den Plan des Kerkermeisters umzusetzen. Jetzt steht ihr Meister kurz vor dem Sieg und sie müssen nur noch eine letzte Aufgabe erfüllen, um dafür zu sorgen, dass sich niemand der neuen Ordnung des Kosmos widersetzt.",0.595641,0.47276,2457,1195,2543,9,23863,2052,0,0,-1
Aufmerksamer Wächter,Dieser ewige Wächter erfüllt seine zeitlose Aufgabe mit unbeirrbarer Entschlossenheit und lässt den Eingang zum Mausoleum der Ersten niemals aus dem Blick.,0.532688,0.519976,2458,1195,2512,1,23871,2047,0,0,-1
"Dausegne, das gefallene Orakel","Dausegne wird vom Kerkermeister beherrscht und führt die Schlundgebundenen in den Kampf, um die Kontrolle über die Schmiede der Nachleben zu übernehmen. Mit deren Macht will der Kerkermeister die Realität mit ewigen Qualen überziehen.",0.521791,0.432809,2459,1195,2540,4,23879,2048,0,0,-1
Prototypenpantheon,"Da sie der kosmischen Geister der Ewigen beraubt sind, können diese unvollständigen Wirtskörper nur grundlegende Befehle ohne Gnade oder Mitgefühl ausführen. Doch der Feind steht vor den Toren und Lihuvim hat keine andere Wahl, als diese gefährlichen Prototypen zu aktivieren.",0.325666,0.703389,2460,1195,2544,5,23887,2049,0,0,-1
"Lihuvim, der oberste Architekt","Lihuvim verwebt sorgfältig Ephemera und materialisiert sie im Einklang mit dem geheiligten Willen der Ersten. Nun wird dieser Vorgang durch die Schlundgebundenen bedroht, die diese Macht an sich zu reißen suchen.",0.644068,0.223971,2461,1195,2539,6,24296,2049,0,0,-1
Halondrus der Rückgewinner,"Seit Äonen schreitet Halondrus über die Klippen des Mausoleums der Ersten und erfüllt seine hohe Aufgabe, Ephemera zurückzugewinnen und wieder in den großen Kreislauf einfließen zu lassen. Jetzt, da Eindringlinge Chaos stiften, wird der uralte Hüter alles tun, um die Ordnung aufrechtzuerhalten.",0.443099,0.776028,2463,1195,2529,7,23911,2061,0,0,-1
Der Kerkermeister,"Unzählige Jahrtausende lang hat der Kerkermeister geduldig an seinem Plan gefeilt, das Herz des Mausoleums zu erreichen. Nun, da er kurz vor seinem endgültigen Sieg steht, müssen sich die Helden Azeroths zusammenschließen, um den Kerkermeister daran zu hindern, sich die gesamte Realität untertan zu machen.",0.504845,0.474355,2464,1195,2537,11,23919,2051,0,0,-1
"Skolex, der unersättliche Räuber","Da das Mausoleum der Ersten nun angreifbar ist, strömen Verschlinger hinein, um ihren Hunger zu stillen. Zu diesen Abscheulichkeiten gehört auch der unersättliche Skolex. Der riesige Wurm verschlingt enorme Mengen Ephemera, was das Gleichgewicht des Mausoleums stört und einen Kollaps heraufzubeschwören droht.",0.144067,0.696125,2465,1195,2542,2,23943,2061,0,0,-1
Rygelon,"Rygelon fühlte sich zum Mausoleum der Ersten hingezogen und wollte die schicksalsträchtigen Ereignisse dort beobachten, fiel jedoch schon bald unter den Bann des Kerkermeisters. Nun setzt der Konstellar seine kosmische Macht gegen alle ein, die dem Verbannten trotzen.",0.376513,0.496368,2467,1195,2549,10,24011,2052,0,0,-1
Antros,"Antros dient als Wächter für die Schätze der Antezedenzinsel. In seiner nun beherrschten Gestalt wollen die Streitkräfte des Kerkermeisters ihn dazu einsetzen, die Geheimnisse der Insel auszugraben und Zereth Mortis weiter zu entweihen.",0.5,0.5,2468,1192,2550,6,24021,0,0,0,-1
Anduin Wrynn,"Die Herrschaftsmagie des Kerkermeisters zwingt Anduin dazu, dessen Plan, die Realität neu zu gestalten, zu unterstützen. Da den Champions von Azeroth die Zeit davonläuft, ihn aufzuhalten, müssen sie eine schwierige Entscheidung treffen: den jungen König besiegen, um den Kosmos zu retten, oder alles riskieren, um seine Seele zurückzugewinnen.",0.405375,0.518511,2469,1195,2546,8,24057,2050,0,0,-1
Konstrukteur Xy'mox,"Nach seiner Niederlage in Schloss Nathria zog sich Konstrukteur Xy'mox in die Schatten zurück, um seinen nächsten Coup zu planen. Da das Mausoleum der Ersten nun angreifbar ist, hat Xy'mox das gesamte Aufgebot des Kartells Xy zusammengerufen, um das uralte Wissen und die mächtigen Relikte zu plündern, die dort begraben liegen.",0.394674,0.443705,2470,1195,2553,3,24193,2061,0,0,-1
Hackklaues Kriegsmeute,"Rira Hackklaue und ihre Kameraden Klaffzahn und Tricktotem terrorisieren die Gegend um Brackenfell als tödliche Kriegsmeute. Sie selbst sind der Grund dafür, dass Tuskarr niemals allein reisen, und ihre Stärke ist der Grund, warum Zornauge ihnen die Bewachung des Tors zur Höhle übertragen hat.",0.360301,0.405747,2471,1196,2570,1,24714,2096,0,0,-1
Bauchschuss,"Diese Gnollscharfschützin hat die Kunst des Jagens, Fallenstellens und Erlegens der Beute gemeistert. Beeindruckt von ihren Fähigkeiten und ihrer Gerissenheit hat die Faultriarchin Bauchschuss damit beauftragt, die anderen Jäger auszubilden... und alle Eindringlinge auszuschalten, die sich zu weit nach Brackenfell hineinwagen.",0.590362,0.296688,2472,1196,2567,3,24718,2096,0,0,-1
Baummaul,"Verkümmert durch den Verfall wurde dieses einst stolze Urtum von den Gnollen Baummaul getauft. Als der Verfall sich in seine Zweige hineinfraß, hat er sich ebenfalls in seinem Verstand eingenistet und nichts ist zurückgeblieben, außer einer Kreatur, die darauf versessen ist, zu fressen und Verfall zu verbreiten.",0.589328,0.816266,2473,1196,2568,2,24722,2096,0,0,-1
Faultriarchin Zornauge,"In ihrer Gier nach Macht hat Zornauge die Verfallmagie entdeckt und sich nach ihrer Beherrschung selbst zur Faultriarchin erklärt. Sie baut nun die Kraft der Brackenfellgnolle aus, indem sie ihre dunkle Magie unter ihrem Stamm verbreitet, um die Tuskarr und das gesamte Azurblaue Gebirge mit ihrer Fäulnis zu überziehen.",0.532767,0.49818,2474,1196,2569,4,24726,2106,0,0,-1
Die verschollenen Zwerge,"Das Streben nach uraltem Wissen, unermesslichen Reichtümern und weltweitem Ruhm hat die Brüder Eric, Olaf und Baelog erneut in die Tiefen von Uldaman gelockt. Aber es scheint, als wären die verwegenen Entdecker etwas zu lange unter der Erde geblieben, denn ihre verwirrten Sinne vermögen nicht mehr zu erkennen, ob jemand Freund... oder Feind ist.",0.783636,0.856363,2475,1197,2555,1,24736,2071,0,0,-1
Ascheron,"Titanengewölbe sind bekannt für ihre ausgeklügelten Verteidigungsanlagen, und die Hallen von Uldaman bilden da keine Ausnahme. Vor langer Zeit von den versierten Händen des Hüters Archaedas geschmiedet, wurde Ascheron mit der Fähigkeit ausgestattet, sengende Flammen auf jeden loszulassen, der versucht, die Geheimnisse der Titanen zu plündern.",0.215152,0.256364,2476,1197,2558,4,24742,2071,0,0,-1
Balakar Khan,"Balakar Khan ist der rücksichtslose Anführer des Klans Nokhud. Seine Sturmwirker haben den großen Adlergeist Ohn'ahra gefangen genommen, denn er beabsichtigt, die Macht der Windmutter an sich zu reißen. Der Hass vereint seinen Klan gegen alle ""Außenseiter"". Während die gnadenlose Offensive weitergeht, muss jemand diesem Tyrannen Einhalt gebieten.",0.35102,0.387755,2477,1198,2580,4,24765,2093,0,0,-1
Teera und Maruuk,"Die Nekromanten der Ukhel erwecken legendäre Zentauren wieder. Die Geister der ersten Matriarchin Teera und des größten Kriegers der Zentauren Maruuk sind aus ihren Gräbern auferstanden. Wenn ihr Zorn erst einmal abgeklungen ist, könnten sie vielleicht wieder Ruhe finden... und ewigen Frieden.",0.328231,0.696428,2478,1198,2581,3,24770,2093,0,0,-1
Chronolord Deios,"Während die Drachenkönigin die Macht der Aspekte wiederherstellen will, gibt es andere Drachen, die verhindern wollen, dass Alexstraszas Plan aufgeht. Chronolord Deios plant, mit seinem Schwarm die Zeitwege zu kontrollieren und die Ankunft des einen wahren Aspekts einzuleiten, dessen Herrschaft ewig währen soll.",0.404243,0.269091,2479,1197,2559,5,24776,2072,0,0,-1
Eranog,"Eranog, der Befehlshaber der Streitkräfte der Primalisten, greift rücksichtslos nach der Macht. Da die Befreiung der Inkarnationen unmittelbar bevorsteht, ruft Eranog seine gesamte Armee zusammen und scheut nicht davor zurück, seine ergebenen Anhänger zu opfern, um den Sieg zu erringen.",0.572289,0.207831,2480,1200,2587,1,24843,2119,0,0,-1
"Sennarth, der kalte Atem","Sennarth, Kurog Grimmtotems furchtbarste Schöpfung, ist eine riesige Spinne, die von erbarmungsloser Kälte erfüllt ist. Ihr einziger Daseinsgrund besteht darin, ihre tausendköpfige Brut zu bewachen und auf den Tag zu warten, an dem sie schlüpfen und Azeroth mit einem Netz aus Winter überziehen.",0.287149,0.358433,2482,1200,2592,4,24879,2122,0,0,-1
Telash Grauschwinge,"Voller Zorn auf den blauen Drachenschwarm ist Telash Grauschwinge dazu entschlossen, die Geheimnisse zu finden, die Sindragosa im Azurblauen Gewölbe verborgen hat. Zusammen mit den Splitterflammen ist er sich sicher, dass er mehr über die Ursprünge der Dracthyr herausfinden wird... und belastende Beweismittel gegen den blauen Drachenschwarm.",0.356797,0.525485,2483,1203,2583,3,24920,2076,0,0,-1
Schildwache Kralldras,"Kralldras gehört zum Volk der Refti, einem von Hüter Tyr geschmiedeten Titanenvolk, das in Harmonie mit der Drachenwelt zusammenarbeitet. Die Refti sind ihrem Schöpfer gegenüber äußerst loyal und werden manchmal an ferne Küsten geschickt, um wichtige Missionen zu erfüllen. Schildwache Kralldras wurde damit beauftragt, den Zugang zur Scheibe mit Tyrs Erinnerungen zu verteidigen, und ist fest entschlossen, die Unwürdigen davon abzuhalten, Anspruch auf das Erbe ihres Schöpfers zu erheben.",0.306061,0.705454,2484,1197,2557,3,24926,2071,0,0,-1
Kokia Feuerhuf,"Während die Truppen der Primalisten das Rubinlebensbecken angreifen, obliegt es Kokia und ihren lohengebundenen Leutnants, die wertvollen Eier der überwältigten Verteidiger zu erbeuten und auf ihrem Weg Brände und Chaos zu stiften.",0.400486,0.427185,2485,1202,2606,2,24936,2094,0,0,-1
Der Primalistenrat,"Diese Meister der Elemente sind absolut rücksichtslos in ihrem Streben nach Macht. Embar Feuerpfad ist so unbarmherzig wie das Feuer, das sie beherrscht. Opalzahn nutzt die Macht der Erde, um ihre Feinde zu vernichten. Kadros Eiszorn ist kalt und grausam, während seine Schwester Dathea Sturmpeitscher so wild und unberechenbar ist wie ein tobender Sturm.",0.435743,0.70482,2486,1200,2590,3,24948,2120,0,0,-1
Bromach,"Der stämmige Bromach ist der Häuptling der Steingrufttroggs, einer brutalen Truppe, die der Meinung ist, dass die Schätze von Uldaman ihnen gehören. Bromach, der eine besondere Abneigung gegen sich einmischende Zwerge hegt, ist fest entschlossen, dass kein Außenstehender an ihm vorbeikommt.",0.594545,0.64,2487,1197,2556,2,24979,2071,0,0,-1
Melidrussa die Unterkühlte,"Melidrussa die Unterkühlte führt die Anstrengungen der Primalisteninfusion in den Rubinlebensbecken an. Sie ist der glühenden Überzeugung, dass sie die frischen Dracheneier vor dem Einfluss der Titanen schützt und sie vom Makel der Magie der Ordnung befreit. Sie schreckt vor nichts zurück, um ihrer Berufung zu folgen und die Eier wieder in den von ihr angedachten natürlichen Zustand zu versetzen.",0.614078,0.388956,2488,1202,2609,1,24995,2095,0,0,-1
Schmiedemeister Gorek,"Als einer der herausragendsten Handwerker der Djaradin hält Schmiedemeister Gorek sich jetzt in seiner schwelenden Kammer in der Schwarzdrachenkaserne auf. Dort nutzt er die feurige Macht der massiven Schmiede, um tödliche Waffen zu konstruieren.",0.338592,0.656553,2489,1199,2612,2,25104,2081,0,0,-1
